configuration,case_id,category,confidence,confidently_wrong_at_0_8,citation_valid,failure_mode,raw_response_path,adjudication_reason
capable__single_pass,case_0085,unanswerable_contradictory,0.91,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0085/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0117,unanswerable_contradictory,0.96,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0117/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0119,unanswerable_contradictory,0.97,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0119/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0128,answerable_clear,0.97,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0128/call-01-attempt-01.json,Omits unlicensed carried over instrument lenders from the requested list.
capable__single_pass,case_0129,answerable_clear,0.98,True,False,Unsupported citation or invented specificity,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0129/call-01-attempt-01.json,The sole passage ends before the quoted mandatory-step prohibition.
capable__single_pass,case_0132,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0132/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0138,answerable_multihop,0.95,True,True,Collapsed distinct resolution mechanisms,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0138/call-01-attempt-01.json,"Omits the registered negotiated, mediated, and arbitrated workplace outcome taxonomy."
capable__single_pass,case_0145,answerable_multihop,0.95,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0145/call-01-attempt-01.json,"Omits cultural awareness, communication, analysis, and judgement capabilities."
capable__single_pass,case_0158,answerable_multihop,0.98,True,True,Dropped a material exception or qualifier,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0158/call-01-attempt-01.json,Omits the legally-required limb of the complaint definition.
capable__single_pass,case_0163,answerable_multihop,0.62,False,False,Unsupported citation or invented specificity,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0163/call-01-attempt-01.json,Omits the 30-day answer and cites no passage supporting its absence claim.
capable__single_pass,case_0179,unanswerable_contradictory,0.91,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0179/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0180,answerable_multihop,0.95,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0180/call-01-attempt-01.json,The financial half omits complaint-data analysis for systemic issues and improvement.
capable__single_pass,case_0189,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0189/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0192,answerable_multihop,0.96,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0192/call-01-attempt-01.json,"Omits accessibility, communication-needs, and suitable-channel elements."
capable__single_pass,case_0194,answerable_multihop,0.84,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0194/call-01-attempt-01.json,"Omits record detail, trends, and management recommendations needed for board oversight."
capable__single_pass,case_0198,answerable_clear,0.95,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0198/call-01-attempt-01.json,Omits multiple governance and customer-support requirements.
capable__single_pass,case_0209,answerable_clear,0.74,False,True,Confused institution or role labels,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0209/call-01-attempt-01.json,Replaces AFCA membership with ASIC oversight of AFCA.
capable__single_pass,case_0211,unanswerable_missing,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0211/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0240,answerable_clear,0.96,True,True,Dropped a material exception or qualifier,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0240/call-01-attempt-01.json,Omits enough detail for the complainant to understand the decision and consider escalation.
capable__single_pass,case_0241,answerable_multihop,0.95,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0241/call-01-attempt-01.json,Omits several registered organisational benefits in the cross-guide comparison.
capable__single_pass,case_0246,answerable_clear,0.97,True,True,Dropped a material exception or qualifier,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0246/call-01-attempt-01.json,Omits the sufficient-detail requirement and privacy/legislative exception.
capable__single_pass,case_0248,answerable_clear,0.96,True,True,Substituted an adjacent procedural route,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0248/call-01-attempt-01.json,Omits the required independent-settlement procedure.
capable__single_pass,case_0257,answerable_multihop,0.95,True,True,Substituted an adjacent procedural route,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0257/call-01-attempt-01.json,"Omits the award/agreement route, Commission referral, and review of the no-cost-assistance request."
capable__single_pass,case_0259,answerable_multihop,0.95,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0259/call-01-attempt-01.json,Omits resource adequacy and the independent review option; some variants omit other checks.
capable__single_pass,case_0262,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0262/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0270,unanswerable_contradictory,0.84,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0270/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__single_pass,case_0286,answerable_multihop,0.97,True,True,Dropped a material exception or qualifier,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0286/call-01-attempt-01.json,Omits that customer-advocate review cannot block AFCA access.
capable__single_pass,case_0291,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__single_pass__1b1581710af2__beec0d744d65/case_0291/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0010,unanswerable_contradictory,0.96,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0010/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0021,answerable_clear,0.84,True,True,Dropped a material exception or qualifier,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0021/call-02-attempt-01.json,Omits the requested death-benefit constraint.
capable__self_check,case_0029,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0029/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0038,answerable_multihop,0.95,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0038/call-02-attempt-01.json,Omits manager training and employee communication from the registered multihop answer.
capable__self_check,case_0049,answerable_multihop,0.98,True,True,Dropped a material exception or qualifier,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0049/call-02-attempt-01.json,Omits the detail needed to understand the rejection and assess escalation.
capable__self_check,case_0050,answerable_multihop,0.62,False,False,Unsupported citation or invented specificity,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0050/call-02-attempt-01.json,Fails to support and apply the specific 45-day superannuation rule.
capable__self_check,case_0054,answerable_multihop,0.99,True,False,Unsupported citation or invented specificity,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0054/call-02-attempt-01.json,Incomplete answer plus an irrelevant complaint-definition citation.
capable__self_check,case_0074,answerable_clear,0.95,True,True,Collapsed distinct resolution mechanisms,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0074/call-02-attempt-01.json,Answers only the arbitration branch and omits the party-controlled mediated outcome.
capable__self_check,case_0075,unanswerable_contradictory,0.98,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0075/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0076,unanswerable_contradictory,0.93,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0076/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0080,answerable_multihop,0.97,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0080/call-02-attempt-01.json,Omits AFCA membership from the generally required arrangements.
capable__self_check,case_0083,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0083/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0085,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0085/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0117,unanswerable_contradictory,0.96,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0117/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0119,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0119/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0138,answerable_multihop,0.94,True,True,Collapsed distinct resolution mechanisms,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0138/call-02-attempt-01.json,"Omits the registered negotiated, mediated, and arbitrated workplace outcome taxonomy."
capable__self_check,case_0145,answerable_multihop,0.97,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0145/call-02-attempt-01.json,"Omits cultural awareness, communication, analysis, and judgement capabilities."
capable__self_check,case_0179,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0179/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0180,answerable_multihop,0.93,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0180/call-02-attempt-01.json,The financial half omits complaint-data analysis for systemic issues and improvement.
capable__self_check,case_0189,unanswerable_contradictory,0.96,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0189/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0192,answerable_multihop,0.97,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0192/call-02-attempt-01.json,"Omits accessibility, communication-needs, and suitable-channel elements."
capable__self_check,case_0194,answerable_multihop,0.95,True,True,Truncated a multihop checklist,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0194/call-02-attempt-01.json,"Omits record detail, trends, and management recommendations needed for board oversight."
capable__self_check,case_0198,answerable_clear,0.74,False,False,Unsupported citation or invented specificity,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0198/call-02-attempt-01.json,Incomplete answer plus unsupported accessibility claims and an irrelevant citation.
capable__self_check,case_0209,answerable_clear,0.95,True,True,Confused institution or role labels,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0209/call-02-attempt-01.json,Replaces AFCA membership with ASIC oversight of AFCA.
capable__self_check,case_0211,unanswerable_missing,0.97,True,True,Answered an under-specified question,results/raw/full_r3_v1__capable__self_check__1b1581710af2__af282e540fce/case_0211/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0231,answerable_multihop,0.98,True,True,Collapsed distinct resolution mechanisms,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0231/call-02-attempt-01.json,Omits that private mediation may be free or low-cost.
capable__self_check,case_0239,answerable_multihop,0.95,True,False,Unsupported citation or invented specificity,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0239/call-02-attempt-01.json,"Omits the award/agreement procedure, internal discussion, and Commission route; citations do not establish the employment-grievance exclusion."
capable__self_check,case_0240,answerable_clear,0.98,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0240/call-02-attempt-01.json,Omits enough detail for the complainant to understand the decision and consider escalation.
capable__self_check,case_0241,answerable_multihop,0.98,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0241/call-02-attempt-01.json,Omits several registered organisational benefits in the cross-guide comparison.
capable__self_check,case_0246,answerable_clear,0.98,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0246/call-02-attempt-01.json,Omits the sufficient-detail requirement and privacy/legislative exception.
capable__self_check,case_0257,answerable_multihop,0.97,True,True,Substituted an adjacent procedural route,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0257/call-02-attempt-01.json,"Omits the award/agreement route, Commission referral, and review of the no-cost-assistance request."
capable__self_check,case_0259,answerable_multihop,0.97,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0259/call-02-attempt-01.json,Omits resource adequacy and the independent review option; some variants omit other checks.
capable__self_check,case_0262,unanswerable_contradictory,0.97,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0262/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__self_check,case_0276,answerable_multihop,0.97,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0276/call-02-attempt-01.json,"Omits the limitation-period exception, the expected 14-day AFCA window, or both."
capable__self_check,case_0286,answerable_multihop,0.96,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0286/call-02-attempt-01.json,Omits that customer-advocate review cannot block AFCA access.
capable__self_check,case_0291,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__self_check__1b1581710af2__af282e540fce/case_0291/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0007,unanswerable_contradictory,0.82,True,False,Unsupported citation or invented specificity,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0007/call-02-attempt-01.json,"The answer resolves a deliberately ambiguous service scope, and the citations do not establish the asserted corpus-wide rule."
capable__escalation,case_0010,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0010/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0029,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0029/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0032,answerable_clear,0.84,True,False,Unsupported citation or invented specificity,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0032/call-02-attempt-01.json,"Does not give the supported rule that a hardship notice is not automatically a complaint, and the citations do not support the missing exception."
capable__escalation,case_0049,answerable_multihop,0.86,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0049/call-01-attempt-01.json,Omits the detail needed to understand the rejection and assess escalation.
capable__escalation,case_0050,answerable_multihop,0.78,False,False,Unsupported citation or invented specificity,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0050/call-01-attempt-01.json,Fails to support and apply the specific 45-day superannuation rule.
capable__escalation,case_0068,unanswerable_contradictory,0.82,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0068/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0074,answerable_clear,0.86,True,True,Collapsed distinct resolution mechanisms,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0074/call-01-attempt-01.json,Answers only the arbitration branch and omits the party-controlled mediated outcome.
capable__escalation,case_0075,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0075/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0076,unanswerable_contradictory,0.9,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0076/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0080,answerable_multihop,0.78,False,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0080/call-01-attempt-01.json,Omits AFCA membership from the generally required arrangements.
capable__escalation,case_0083,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0083/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0085,unanswerable_contradictory,0.86,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0085/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0089,answerable_clear,0.78,False,True,Stopped before the external-escalation duty,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0089/call-01-attempt-01.json,Omits required AFCA access/contact information or the duty to inform the complainant.
capable__escalation,case_0099,answerable_clear,0.95,True,True,Returned the opposite polarity,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0099/call-02-attempt-01.json,Leading yes reverses the supported prohibition.
capable__escalation,case_0117,unanswerable_contradictory,0.86,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0117/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0119,unanswerable_contradictory,0.97,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0119/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0128,answerable_clear,0.9,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0128/call-01-attempt-01.json,Omits unlicensed carried over instrument lenders from the requested list.
capable__escalation,case_0132,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0132/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0138,answerable_multihop,0.88,True,True,Collapsed distinct resolution mechanisms,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0138/call-02-attempt-01.json,"Omits the registered negotiated, mediated, and arbitrated workplace outcome taxonomy."
capable__escalation,case_0145,answerable_multihop,0.86,True,False,Unsupported citation or invented specificity,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0145/call-01-attempt-01.json,Incomplete answer plus an irrelevant acknowledgement citation.
capable__escalation,case_0151,answerable_clear,0.9,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0151/call-01-attempt-01.json,Omits staff escalation and regular complaint-data analysis.
capable__escalation,case_0179,unanswerable_contradictory,0.84,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0179/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0180,answerable_multihop,0.95,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0180/call-02-attempt-01.json,The financial half omits complaint-data analysis for systemic issues and improvement.
capable__escalation,case_0189,unanswerable_contradictory,0.9,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0189/call-01-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0192,answerable_multihop,0.86,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0192/call-01-attempt-01.json,"Omits accessibility, communication-needs, and suitable-channel elements."
capable__escalation,case_0194,answerable_multihop,0.82,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0194/call-02-attempt-01.json,"Omits record detail, trends, and management recommendations needed for board oversight."
capable__escalation,case_0195,answerable_multihop,0.86,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0195/call-01-attempt-01.json,"Omits escalation or fair, prompt, no-retaliation complaint treatment."
capable__escalation,case_0198,answerable_clear,0.74,False,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0198/call-01-attempt-01.json,Omits multiple governance and customer-support requirements.
capable__escalation,case_0209,answerable_clear,0.72,False,True,Confused institution or role labels,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0209/call-02-attempt-01.json,Replaces AFCA membership with ASIC oversight of AFCA.
capable__escalation,case_0211,unanswerable_missing,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0211/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0231,answerable_multihop,0.78,False,True,Collapsed distinct resolution mechanisms,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0231/call-01-attempt-01.json,Omits that private mediation may be free or low-cost.
capable__escalation,case_0240,answerable_clear,0.9,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0240/call-01-attempt-01.json,Omits enough detail for the complainant to understand the decision and consider escalation.
capable__escalation,case_0241,answerable_multihop,0.74,False,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0241/call-01-attempt-01.json,Omits several registered organisational benefits in the cross-guide comparison.
capable__escalation,case_0246,answerable_clear,0.86,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0246/call-01-attempt-01.json,Omits the sufficient-detail requirement and privacy/legislative exception.
capable__escalation,case_0257,answerable_multihop,0.78,False,True,Substituted an adjacent procedural route,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0257/call-01-attempt-01.json,"Omits the award/agreement route, Commission referral, and review of the no-cost-assistance request."
capable__escalation,case_0259,answerable_multihop,0.86,True,True,Truncated a multihop checklist,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0259/call-01-attempt-01.json,Omits resource adequacy and the independent review option; some variants omit other checks.
capable__escalation,case_0262,unanswerable_contradictory,0.96,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0262/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0270,unanswerable_contradictory,0.84,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0270/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
capable__escalation,case_0276,answerable_multihop,0.86,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0276/call-01-attempt-01.json,"Omits the limitation-period exception, the expected 14-day AFCA window, or both."
capable__escalation,case_0284,answerable_multihop,0.86,True,False,Unsupported citation or invented specificity,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0284/call-01-attempt-01.json,Cites a nonexistent passage ID.
capable__escalation,case_0286,answerable_multihop,0.97,True,True,Dropped a material exception or qualifier,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0286/call-02-attempt-01.json,Omits that customer-advocate review cannot block AFCA access.
capable__escalation,case_0291,unanswerable_contradictory,0.95,True,True,Answered an under-specified question,results/raw/remaining_v1_v1__capable__escalation__1b1581710af2__9d564a17727a/case_0291/call-02-attempt-01.json,Issued an answer on a registered should-abstain case; cited material supports the conditional or narrower claims made.
